Max_achat;Date;CODE;  desc;Nom du demandeur;Resposable;Type;Description;fournisseur;Quantité; P.U ;Montant;service;Agence;observation;FA N°;Colonne1
45833Prod0009;25/06/2025;Prod0009;Hébergement missionnaires;SUZY;NONLA;Hébergement;0;DBS;1;1 423 800,00;1 423 800,00;DAMG;AFG OI;Frais de la mission de Kone DOSSONGUI ITIE Serge Alexandre (DGA Data & Digital Factory) du 30/05/2025 au 02/07/2025 de 180 000 CFA;219-20250645;
45833DIV0017;25/06/2025;DIV0017;Eau vive 50cl;SUZY;NONLA;Divers;0;LEADER PRICE;300;1 600,00;480 000,00;DAMG;Siège;Achat de 300 boutielles d'eau 50 cl;76518;
45833EV006;25/06/2025;EV006;Petit entretien de voiture ;SUZY;NONLA;Entretien véhicule ;0;CFAO;1;1 457 912,25;1 457 912,25;DAMG;Siège;Réparation de la voiture de DG Atta  22761 WWT;INV-W-000029902;
45833Prod0004;25/06/2025;Prod0004;Billet d'avion ;NANNCY;NANNCY;Agence de voyage;0;SILVER WINGS;1;7 844 900,00;7 844 900,00;DCONF;Siège;Billet d'avion Nanncy pour sa mission à Lome du 06/07/2025 au 11/07/2025;FA-2025-00000164;
45838Prod0004;30/06/2025;Prod0004;Billet d'avion ;ARSENE;ARSENE;Agence de voyage;0;SILVER WINGS;1;13 016 300,00;13 016 300,00;DE;Siège;Billet d'avion épouse et un enfant de Arsène DE conformément  à son contrat;FA-2025-00000174;
45838Prod0004;30/06/2025;Prod0004;Billet d'avion ;ARSENE;ARSENE;Agence de voyage;0;SILVER WINGS;1;11 849 200,00;11 849 200,00;DE;Siège;Billet d'avion deux enfants de Arsène DE conformément  à son contrat;FA-2025-00000175;
45840MAT025;02/07/2025;MAT025;Tablettes;NONLA;NONLA;Matériels informatiques;0;PYRAMIS PARTNERS;1;4 229 000,00;4 229 000,00;DAMG;AFG HOLDING;Acquisition tablette par un missionnaire;PYR/FAC/07030;
45841Prod0004;03/07/2025;Prod0004;Billet d'avion ;DG Ina;DG Ina;Agence de voyage;0;SILVER WINGS;1;10 719 300,00;10 719 300,00;DG;Siège;Billet d'avion enfant DG Ina TNR-CDG-TNR 05/07/2025 au 20/07/2025;FA-2025-00000176;
45845DIV0037;07/07/2025;DIV0037;anniversaire;CATHY;CATHY;Divers;0;LEADER PRICE;1;86 700,00;86 700,00;DMC;Siège;Anniverssaire AFG Bank;78086;
45854Prod0004;16/07/2025;Prod0004;Billet d'avion ;SG;SG;Agence de voyage;0;SILVER WINGS;1;2 470 670,00;2 470 670,00;SG;Siège;Billet d'avion de SG pour sa mission à tuléar du 18/07/2025 au 21/07/2025;FA-2025-00000188;
45854FNR0041;16/07/2025;FNR0041;Bloc notes A4 150 pages;SUZY;NONLA;Fournitures de bureau;0;KMB;20;3 600,00;72 000,00;DAMG;Siège;Achat forunitures de bureau mois de juillet25;KMBT/2507P0240;
45870Prod0014;01/08/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;1 313 476,42;1 313 476,42;DAMG;Agence Andranomena;electricité Agence Andranomena pour le mois aout 2025;2,56E+14;
45870Prod0014;01/08/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;762 895,00;762 895,00;DAMG;Siège;Eau JIRAMA du siège AFG Bank pour le mois de Aout 2025;2,32E+14;
45873IMP0058;04/08/2025;IMP0058;Mini bloc note AFG-BANK;CATHY;CATHY;Travaux d'impressions et publicité;0;DECODIF;500;9 495,25;4 747 626,00;DMC;Siège;Retirage de bloc note personnalisé ;;
45880Prod0038;11/08/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;RAPIDE EXPRESS;1;9 000,00;9 000,00;DAMG;Siège;Prestation dispatch courrier pour lancement Mining Desk;30402;
45882Prod0091;13/08/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;450 000,00;450 000,00;DAMG;Siège;Transfet GAB au Galery Enara événement SADC summit;NAT25/00565;
45882Prod0091;13/08/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;450 000,00;450 000,00;DAMG;Siège;Transfet GAB au CCI Ivato événement SADC summit;NAT25/00566;
45883Prod0038;14/08/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;RAPIDE EXPRESS;1;38 000,00;38 000,00;DAMG;Siège;Prestation dispatch courrier pour lancement Mining Desk;30403;
45887Prod0038;18/08/2025;Prod0038;Envoi courrier et colis ;NONLA;NONLA;Prestation;0;AGENCE TAFITA;1;90 000,00;90 000,00;DAMG;Siège;Service de location moto pour le siège ;;
45887Prod0091;18/08/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;450 000,00;450 000,00;DAMG;Siège;Transport GAB   CCI Ivato au siège;NAT25/00569;
45888Prod0091;19/08/2025;Prod0091;Transfert de GAB;SUZY;NONLA;Prestation;0;Madagascar Express;1;450 000,00;450 000,00;DAMG;Siège;Transport GAB  Galery Enara au siège;NAT25/00570;
45890IMP0059;21/08/2025;IMP0059;Impression divers;CATHY;CATHY;Travaux d'impressions et publicité;0;BROTHER'S GRAPHIK;1;150 000,00;150 000,00;DMC;Siège;Impression Affiche crédit Fanilo;5346;
45891IMP0002;22/08/2025;IMP0002;Carte de visite;DCPP;DCPP;Travaux d'impressions et publicité;0;OUEEH ;1200;500;600 000,00;DAMG;Siège;impression de carte de visite de Patrick/Nicolas/toavinkaja/ elodie/ Niaina et Lanja DCPP;F002-09-DV-25;
45894Prod0001;25/08/2025;Prod0001;prestation ménage;NONLA;NONLA;prestation ménage;0;RAO;1;250 000,00;250 000,00;DAMG;Siège;Ménage des GAB Hors sites sur Tana mois d'aout25;G005/08/25;
45894EV012;25/08/2025;EV012;remplacement divers pièces;NONLA;NONLA;entretien véhicule;0;AUTO DIFFUSION ;1;884 998,80;884 998,80;DAMG;Siège;Remplacement Batteries de la voiture de DJUR Malala N°11875WWT;AD/VT/2025/0597;
45898Prod0038;29/08/2025;Prod0038;Envoi courrier et colis ;NONLA;NONLA;Prestation;0;AGENCE TAFITA;1;934 000,00;934 000,00;DAMG;Siège;Prestation dispacth de courrier pour l'événement Mining Desk;;
45899Prod0038;30/08/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;Madagascar Express;1;307 500,00;307 500,00;DAMG;Siège;Expédition courrier et colis depuis TANA à TAMATAVE Aout25;NAT25/00598;
45899Prod0038;30/08/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;Madagascar Express;1;82 900,00;82 900,00;DAMG;Agence Tamatave;Expédition de courrier depuis Tamatave à Tuléar pour le mois aout 2025;NAT25/00614;
45900Prod0132;31/08/2025;Prod0132;Loyer GAB Ankadimbahoaka;NONLA;NONLA;Prestation;0;TOTAL Energies;1;3 600 000,00;3 600 000,00;DAMG;GAB Ankadimbahoka;Loyer GAB Total Ankadimbahoaka  mois Aout 2025;5503185929;
45901prod0110;01/09/2025;prod0110;loyer digital corner analamahitsy;NONLA;NONLA;prestation;0;DTM Sarl;1;2 284 590,00;2 284 590,00;DAMG;GAB Analamahitsy;Loyer du local GAB Bali TOWER Analamahitsy  mois de sept25;BT-DTM/FAC/BD/038/2025;
45901IMP0002;01/09/2025;IMP0002;Carte de visite;SG;SG;Travaux d'impressions et publicité;0;OUEEH ;200;500;100 000,00;DAMG;Siège;Impression carte de visite SG ;F004-09-DV-25;
45901IMP0002;01/09/2025;IMP0002;Carte de visite;DG Gervais;DG Gervais;Travaux d'impressions et publicité;0;OUEEH ;200;500;100 000,00;DAMG;Siège;Impression carte de visite de DG Gervais en tant qu'adminitrateur;F005-09-DV-25;
45901IMP0002;01/09/2025;IMP0002;Carte de visite;DCPP;DCPP;Travaux d'impressions et publicité;0;OUEEH ;400;500;200 000,00;DAMG;Siège;impression de carte de visite de Yannick et Anjamalala DCPP;F006-09-DV-25;
45903prod0103;03/09/2025;prod0103;location imprimante agence RDC;SUZY;NONLA;prestation;0;SODIM;1;1 461 768,00;1 461 768,00;DAMG;Agence Prestige;Location imprimante Agence Prestige Aout25;F839340;
45903prod0130;03/09/2025;prod0130;Location imprimante 6 ème etage ;SUZY;NONLA;prestation;0;SODIM;1;998 132,20;998 132,20;DAMG;Siège;Location imprimante 6 ème étage Aout25;F839344;
45903prod0102;03/09/2025;prod0102;location imprimante 1er etage;SUZY;NONLA;prestation;0;SODIM;1;721 455,60;721 455,60;DAMG;Siège;Location imprimante 1ère  étage Aout25;F839839;
45903prod0128;03/09/2025;prod0128;Location imprimante 3 ème etage;SUZY;NONLA;prestation;0;SODIM;1;686 167,20;686 167,20;DAMG;Siège;Location imprimante 3ème  étage Aout25;F839343;
45903prod0104;03/09/2025;prod0104;location imprimante 6em etage déplacé 2 ème ;SUZY;NONLA;prestation;0;SODIM;1;1 289 388,00;1 289 388,00;DAMG;Siège;Location imprimante 2ème  étage Aout25;F839341;
45903prod0105;03/09/2025;prod0105;location imprimante agence Tamatave;SUZY;NONLA;prestation;0;SODIM;1;934 923,60;934 923,60;DAMG;Agence Tamatave;Location imprimante Agence Tamatave Aout25;F839342;
45903prod0129;03/09/2025;prod0129;Location imprimante agence Colbert;SUZY;NONLA;prestation;0;SODIM;1;1 195 237,20;1 195 237,20;DAMG;Agence Colbert;Location imprimante Agence Colbert  Aout25;F839345;
45908EV013;08/09/2025;EV013;Entretien véhicule  30000km;SUZY;NONLA;entretien véhicule;0;AUTO DIFFUSION ;1;1 527 636,00;1 527 636,00;DAMG;Siège;Entretien périodique 30000km de la voiture 46232WWT;AD/SAV/2025/0743;
45908Prod0006;08/09/2025;Prod0006;Cantine personnel AFG;SUZY;NONLA;Prestation de cantine;0;FRESH DELIVERY;814;10 000,00;8 140 000,00;DRH;Siège;Cantine du personnel pour le mois aout 2025;013/25/BQ;
45909Pmat0044;09/09/2025;Pmat0044;Vidéoprojecteur;NALI AIME;NALI AIME;Petits matériels;0;RACS (RA Consulting Service);1;3 383 240,00;3 383 240,00;DSI;Siège;Achat vidéoprojecteur pour la salle de réunion 4ème étage;FAC-AFG046-09/25;
45911FNR0046;11/09/2025;FNR0046;Papier photocopie A4;SUZY;NONLA;Fournitures de bureau;0;SODIM;100;21 888,00;2 188 800,00;DAMG;Siège;Achat fourniture de bureau mois de sept 2025;F839956;
45911FNR0065;11/09/2025;FNR0065;Paper Board;SUZY;NONLA;Fournitures de bureau;0;SODIM;5;35 112,00;175 560,00;DAMG;Siège;Achat fourniture de bureau mois de sept 2025;F839956;
45911FNR0031;11/09/2025;FNR0031;Agrafes 24/6;SUZY;NONLA;Fournitures de bureau;0;SODIM;50;1 496,25;74 812,50;DAMG;Siège;Achat fourniture de bureau mois de sept 2025;F839956;
45911FNR0008;11/09/2025;FNR0008;Gomme;SUZY;NONLA;Fournitures de bureau;0;SODIM;10;319,2;3 192,00;DAMG;Siège;Achat fourniture de bureau mois de sept 2025;F839956;
45911FNR0009;11/09/2025;FNR0009;Colle baton;SUZY;NONLA;Fournitures de bureau;0;SODIM;24;1 242,60;29 822,40;DAMG;Siège;Achat fourniture de bureau mois de sept 2025;F839956;
45912Prod0014;12/09/2025;Prod0014;Jirama eau et éléctricité;NONLA;NONLA;Prestation;0;HOTEL COLBERT;1;1 573 000,00;1 573 000,00;DAMG;Agence Colbert;Refacturation Jirama Agence Colbert mois de Aout 2025;81471;
45912CONS0014;12/09/2025;CONS0014;Encre HP106A Noir;SUZY;NONLA;Consommable;0;Touskinfo;10;230 000,00;2 300 000,00;DAMG;Siège;Achat stock cartouche d'imprimante;CONS1538/25;
45912CONS0015;12/09/2025;CONS0015;Encre HP415A Black ;SUZY;NONLA;Consommable;0;Touskinfo;2;300 000,00;600 000,00;DAMG;Siège;Achat stock cartouche d'imprimante;CONS1538/25;
45912CONS0016;12/09/2025;CONS0016;Encre HP415A Cyan;SUZY;NONLA;Consommable;0;Touskinfo;1;300 000,00;300 000,00;DAMG;Siège;Achat stock cartouche d'imprimante;CONS1538/25;
45912CONS0018;12/09/2025;CONS0018;Encre HP415A Magenta;SUZY;NONLA;Consommable;0;Touskinfo;1;300 000,00;300 000,00;DAMG;Siège;Achat stock cartouche d'imprimante;CONS1538/25;
45912CONS0017;12/09/2025;CONS0017;Encre HP415A Yellow;SUZY;NONLA;Consommable;0;Touskinfo;2;300 000,00;600 000,00;DAMG;Siège;Achat stock cartouche d'imprimante;CONS1538/25;
45913Prod0030;13/09/2025;Prod0030;Facilitations aéroportuaire ;NONLA;NONLA;Prestation;0;RAO;1;176 160,00;176 160,00;DAMG;Siège;Facilitation aéroportuaire arrivée de Olivier KADER;265/09/25;
45915Prod0001;15/09/2025;Prod0001;prestation ménage;NONLA;NONLA;prestation ménage;0;RAO;1;550 000,00;550 000,00;DAMG;Agence Colbert;Ménage de l'agence Colbert pour le mois de sept25;266AC/09/25;
45915Prod0001;15/09/2025;Prod0001;prestation ménage;NONLA;NONLA;prestation ménage;0;RAO;1;5 600 000,00;5 600 000,00;DAMG;Siège;Ménage du siège pour le mois de Septembre 2025;267AFG/09/25;
45916Prod0014;16/09/2025;Prod0014;Jirama eau et éléctricité;NONLA;NONLA;Prestation;0;TOTAL Ny Antsika ankadimbahoaka;1;1 303 308,00;1 303 308,00;DAMG;GAB Ankadimbahoka;Réfacturation électricité GAB Total Ankadimbahoaka du 18/06/2025 au 16/09/2025;;
45918Prod0007;18/09/2025;Prod0007;Mise à disposition intérimaires ;NONLA;NONLA;Prestation interimaires;0;EQUITY TRADE (IABI job service);1;25 573 249,00;25 573 249,00;DAMG;Siège;Prestation Septembre 2025;F2025.0078;
45918Prod0134;18/09/2025;Prod0134;Per Diem;NIRINA;NIRINA;Prestation;0;MISE A DISPO;1;4 050 000,00;4 050 000,00;DRH;Siège;Per Diem DG Ina pour sa mission à Abidjan Session stratégique 2026;0726-FDA-92025;
45918Prod0134;18/09/2025;Prod0134;Per Diem;NIRINA;NIRINA;Prestation;0;MISE A DISPO;1;4 500 000,00;4 500 000,00;DRH;Siège;Per Diem Sophie pour sa mission à Abidjan Session stratégique 2026;0725-FDA-92025;
45918Prod0134;18/09/2025;Prod0134;Per Diem;NIRINA;NIRINA;Prestation;0;MISE A DISPO;1;5 625 000,00;5 625 000,00;DRH;Siège;Per Diem Valériane pour sa mission aux Comores ;0703-FDA-92025;
45920Prod0133;20/09/2025;Prod0133;Sport et evenement interne;CATHY;CATHY;Prestation;0;MISE A DISPO;1;252 000,00;252 000,00;DMC;Siège;1er match de la caompagne ASD;0731-FDA-92025;
45881IMP0059;12/08/2025;IMP0059;Impression divers;CATHY;CATHY;Travaux d'impressions et publicité;0;ARONA;1;6 051 000,24;6 051 000,24;DMC;Siège;Goodies client;FGR2508GRN00326;
45909IMP0041;09/09/2025;IMP0041;Insertion publicitaire journaux/mag;CATHY;CATHY;Travaux d'impressions et publicité;0;GROUP MEDIA;1;15 891 046,48;15 891 046,48;DMC;Siège;Prestation campagne médiatique pour le crédit scolaire Fanilo 2025;25IFM0238;
45912prod0109;12/09/2025;prod0109;location imprimante hotel Plus;SUZY;NONLA;prestation;0;HOTEL PLUS;1;382 500,00;382 500,00;DO;Agence Principale;Location imprimante Agence principal janvier2025;FAA251968;
45912prod0109;12/09/2025;prod0109;location imprimante hotel Plus;SUZY;NONLA;prestation;0;HOTEL PLUS;1;382 500,00;382 500,00;DCPP;Agence Prestige;Location imprimante Agence Prestige juin 2025;FAA251966;
45846Prod0055;08/07/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;STARLINK;1;2 935 000,00;2 935 000,00;DSI;Siège;Achat de kit Starlink ;INV-MDG-101348-38358-60;à passer en immo
45914Prod0055;14/09/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;STARLINK;1;1 707 000,00;1 707 000,00;DSI;Siège;Abonnement Starlink du 14/08/2025 au 14/09/2025;INV-MDG-117866-67163-99;
45914Prod0055;14/09/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;STARLINK;1;1 707 000,00;1 707 000,00;DSI;Siège;Abonnement Starlink du 14/09/2025 au 14/10/2025;INV-MDG-1324-38-27065-40;
45905Prod0091;05/09/2025;Prod0091;Transfert de GAB;NONLA;NONLA;Prestation;0;MBAC;1;550 000,00;550 000,00;DAMG;Siège;Prestataire transportde 02 GAB Andranomena versGAB total By Pass et Mamory Ivato;20250905-42AFG;
45902Prod0028;02/09/2025;Prod0028;Loyer Andranomena;NONLA;NONLA;Prestation;0;SIYAN;1;18 863 150,17;18 863 150,17;DAMG;Agence Andranomena;Loyer Local Andranomena pour sept2025;PSI-2500 391;
45817DIV0043;09/06/2025;DIV0043;Machine à cafe ;NONLA;NONLA;divers;0;CENTRALE ALIMENTAIRE;1;988 200,00;988 200,00;DAMG;Siège;Achat cafe et machine à café;FB9008;à passer en immo
45898IMP0059;29/08/2025;IMP0059;Impression divers;CATHY;CATHY;Travaux d'impressions et publicité;0;Yas;1;360 000,00;360 000,00;DMC;Siège;Achat maillot BAREA en guise de goodies;FP25082913271505746628;
45898IMP0059;29/08/2025;IMP0059;Impression divers;CATHY;CATHY;Travaux d'impressions et publicité;0;Yas;1;1 200 000,00;1 200 000,00;DMC;Siège;Achat maillot BAREA en guise de goodies;;
45894DIV0018;25/08/2025;DIV0018;Cafe Nespresso ;NONLA;NONLA;Divers;0;ELECTROPLUS;15;42 000,00;630 000,00;DAMG;Siège;Achat de café pour la direction générale et les clients VIP;4519;
45870Prod0014;01/08/2025;Prod0014;Jirama eau et éléctricité;NONLA;NONLA;Prestation;0;JIRAMA;1;11 264 920,13;11 264 920,13;DAMG;Siège;Electricité siège Aout 2025;2,33E+16;
45903Prod0064;03/09/2025;Prod0064;Loyer Colbert;NONLA;NONLA;Prestation ;0;HOTEL COLBERT;1;16 623 360,00;16 623 360,00;DAMG;Agence Colbert;Loyer Agence Colbert  pour le mois de sept25;81382;
45841Prod0004;03/07/2025;Prod0004;Billet d'avion ;DG Ina;DG Ina;Agence de voyage;0;SILVER WINGS;1;5 960 700,00;5 960 700,00;DAMG;Siège;Billet enfant de DG Ina ;FA-2025-00000177 ;
45923TM0013;23/09/2025;TM0013;installation de cloture électrique;MARIA;NONLA;Travaux et maintenance;0;SECUREX;1;8 380 800,00;8 380 800,00;DAMG;Siège;installation de cloture électrique au siège;FA2509-15208;
45945TM0014;15/10/2025;TM0014;Habillage Caisson;MARIA;NONLA;Travaux et maintenance;0;AMBIANCE ECLAIRAGE;1;178 200,00;178 200,00;DAMG;GAB Mamory Ivato;installation des autocollants sur le totem des stations services Total Energies à Ivato;FA 264/1013/25;
45945TM0014;15/10/2025;TM0014;Habillage Caisson;MARIA;NONLA;Travaux et maintenance;0;AMBIANCE ECLAIRAGE;1;478 200,00;478 200,00;DAMG;GAB By Pass;installation des autocollants sur le totem des stations services Total Energies à By Pass;50100-13141;
45688Prod0088;31/01/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;83 594 208,00;83 594 208,00;DO;Siège;Abonnement VISA pour le mois de Janvier 2025 17415,49 EUR;250200-12874-A;
45716Prod0088;28/02/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;37 108 752,00;37 108 752,00;DO;Siège;Abonnement VISA pour le mois de Février 2025 7730,99EUR;;
45747Prod0088;31/03/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;50 061 888,00;50 061 888,00;DO;Siège;Abonnement VISA pour le mois de Mars 2025  10429,56 EUR;250300-13421;
45777Prod0088;30/04/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;99 405 648,00;99 405 648,00;DO;Siège;Abonnement VISA pour le mois de Avril 2025  20709,51 EUR;250400-13212;
45808Prod0088;31/05/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;53 597 472,00;53 597 472,00;DO;Siège;Abonnement VISA pour le mois de Mai 2025  11166,14 EUR;250500-12900-A;
45838Prod0088;30/06/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;67 158 192,00;67 158 192,00;DO;Siège;Abonnement VISA pour le mois de Juin 2025  13991,29EUR;250600-13492-A;
45869Prod0088;31/07/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;116 671 344,00;116 671 344,00;DO;Siège;Abonnement VISA pour le mois de July 2025  24306,53 EUR;250700-13131-A;
45900Prod0088;31/08/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;74 582 400,00;74 582 400,00;DO;Siège;Abonnement VISA pour le mois de Aout 2025 15538,00EUR;250800-12935;
45930Prod0088;30/09/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;80 567 760,00;80 567 760,00;DO;Siège;Abonnement VISA pour le mois de Septembre 2025 16784,95 EUR;250900-13542-A;
45930Prod0088;30/09/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;2 861 568,00;2 861 568,00;DO;Siège;Abonnement VISA pour le mois de Septembre 2025 16784,95 EUR;250900-13542-A;
45930Prod0088;30/09/2025;Prod0088;Abonnement VISA banque;DANIEL;DANIEL;Prestation;0;VISA ;1;117 925 200,00;117 925 200,00;DO;Siège;Abonnement VISA pour le mois de Septembre 2025 16784,95 EUR;250900-13542-A;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;379 262,00;379 262,00;DRH;Siège;Assurance santé staff;300586-40-092025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;1 063 535,00;1 063 535,00;DRH;Siège;Assurance santé staff;300586-39-092025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;709 105,00;709 105,00;DRH;Siège;Assurance santé staff;300586-38-092025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;262 118,00;262 118,00;DRH;Siège;Assurance santé staff;300586-37-092025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;-483 107,00;-483 107,00;DRH;Siège;Assurance santé staff;300586-36-092025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;1 582 762,00;1 582 762,00;DRH;Siège;Assurance santé staff;300586-35-092025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;1 126 744,00;1 126 744,00;DRH;Siège;Assurance santé staff;300586-34-092025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;-1 010 787,00;-1 010 787,00;DRH;Siège;Assurance santé staff;300586-33-092025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;316 299,00;316 299,00;DRH;Siège;Assurance santé staff;300586-32-092025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;4 228 562,00;4 228 562,00;DRH;Siège;Assurance santé staff;300586-31-082025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;2 490 280,00;2 490 280,00;DRH;Siège;Assurance santé staff;300586-30-082025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;-995 560,00;-995 560,00;DRH;Siège;Assurance santé staff;300586-29-082025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;1 961 757,00;1 961 757,00;DRH;Siège;Assurance santé staff;300586-28-082025;
45980prod0126;19/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;1 061 277,00;1 061 277,00;DRH;Siège;Assurance santé staff;300586-27-082025;
45981prod0126;20/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;-1 009 107,00;-1 009 107,00;DRH;Siège;Assurance santé staff;300586-26-082025;
45982prod0126;21/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;-1 056 514,00;-1 056 514,00;DRH;Siège;Assurance santé staff;300586-24-082025;
45983prod0126;22/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;374 994,00;374 994,00;DRH;Siège;Assurance santé staff;300586-25-082025;
45984prod0126;23/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;575 912,00;575 912,00;DRH;Siège;Assurance santé staff;300586-17-052025;
45985prod0126;24/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;1 643 714,00;1 643 714,00;DRH;Siège;Assurance santé staff;300586-16-052025;
45986prod0126;25/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;2 745 379,00;2 745 379,00;DRH;Siège;Assurance santé staff;300586-15-052025;
45987prod0126;26/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;3 261 719,00;3 261 719,00;DRH;Siège;Assurance santé staff;300586-14-052025;
45988prod0126;27/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;-1 666 042,00;-1 666 042,00;DRH;Siège;Assurance santé staff;300586-13-052025;
45989prod0126;28/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;2 205 832,00;2 205 832,00;DRH;Siège;Assurance santé staff;300586-12-052025;
45990prod0126;29/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;688 787,00;688 787,00;DRH;Siège;Assurance santé staff;300586-11-052025;
45991prod0126;30/11/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;-3 693 480,00;-3 693 480,00;DRH;Siège;Assurance santé staff;300586-08-042025;
45992prod0126;01/12/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;2 617 547,00;2 617 547,00;DRH;Siège;Assurance santé staff;300586-07-042025;
45993prod0126;02/12/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;2 784 115,00;2 784 115,00;DRH;Siège;Assurance santé staff;300586-06-042025;
45994prod0126;03/12/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;588 969,00;588 969,00;DRH;Siège;Assurance santé staff;300586-05-042025;
45995prod0126;04/12/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;-2 320 006,00;-2 320 006,00;DRH;Siège;Assurance santé staff;300586-04-032025;
45996prod0126;05/12/2025;prod0126;Assurance Santé staff;NIRINA;NIRINA;prestation;0;AFG ASSUR Madagascar;1;734 953,00;734 953,00;DRH;Siège;Assurance santé staff;300586-03-032025;
